2.000000, 1696.000000
1.900000, 1720.000000
1.805000, 1668.000000
1.714750, 1696.000000
1.629012, 1464.000000
1.547562, 1594.000000
1.470184, 1538.000000
1.396675, 1636.000000
1.326841, 1422.000000
1.260499, 1568.000000
1.197474, 1500.000000
1.137600, 1572.000000
1.080720, 1418.000000
1.026684, 1426.000000
0.975350, 1588.000000
0.926582, 1500.000000
0.880253, 1518.000000
0.836241, 1606.000000
0.794429, 1622.000000
0.754707, 1490.000000
0.716972, 1438.000000
0.681123, 1484.000000
0.647067, 1528.000000
0.614714, 1420.000000
0.583978, 1400.000000
0.554779, 1588.000000
0.527040, 1458.000000
0.500688, 1434.000000
0.475654, 1416.000000
0.451871, 1502.000000
0.429278, 1402.000000
0.407814, 1426.000000
0.387423, 1516.000000
0.368052, 1454.000000
0.349649, 1448.000000
0.332167, 1610.000000
0.315558, 1522.000000
0.299781, 1374.000000
0.284791, 1380.000000
0.270552, 1440.000000
0.257024, 1436.000000
0.244173, 1384.000000
0.231964, 1508.000000
0.220366, 1460.000000
0.209348, 1406.000000
0.198881, 1522.000000
0.188936, 1494.000000
0.179490, 1640.000000
0.170515, 1440.000000
0.161989, 1454.000000
0.153890, 1644.000000
0.146195, 1448.000000
0.138886, 1406.000000
0.131941, 1540.000000
0.125344, 1530.000000
0.119077, 1584.000000
0.113123, 1548.000000
